day,total,active,derelict,debris,collisions,explosions
0,14041,1421,1825,8447,0,0
5,14041,1421,1825,8447,0,0
10,14039,1420,1825,8446,0,0
15,14039,1420,1825,8446,0,0
20,14039,1420,1825,8446,0,0
25,14039,1420,1825,8446,0,0
30,14039,1420,1825,8446,0,0
35,14038,1420,1825,8445,0,0
40,14037,1420,1825,8445,0,0
45,14037,1420,1825,8445,0,0
50,14035,1418,1825,8445,0,0
55,14035,1418,1825,8445,0,0
60,14034,1418,1825,8445,0,0
65,14034,1418,1825,8445,0,0
70,14034,1418,1825,8445,0,0
75,14033,1418,1825,8444,0,0
80,14033,1418,1825,8444,0,0
85,14032,1418,1825,8444,0,0
90,14032,1418,1824,8444,0,0
95,14030,1418,1824,8444,0,0
100,14030,1418,1823,8444,0,0
105,14029,1418,1823,8444,0,0
110,14029,1418,1822,8444,0,0
115,14027,1418,1822,8444,0,0
120,14026,1417,1822,8444,0,0
125,14024,1417,1822,8444,0,0
130,14021,1415,1822,8444,0,0
135,14021,1415,1822,8444,0,0
140,14017,1411,1822,8444,0,0
145,14016,1411,1822,8443,0,0
150,14013,1410,1822,8443,0,0
155,14012,1410,1822,8443,0,0
160,14012,1410,1822,8442,0,0
165,14011,1410,1821,8442,0,0
170,14008,1409,1821,8440,0,0
175,14007,1409,1821,8440,0,0
180,14006,1409,1821,8440,0,0
185,14006,1409,1821,8440,0,0
190,14005,1409,1821,8440,0,0
195,14005,1409,1821,8440,0,0
200,14003,1409,1821,8439,0,0
205,14003,1409,1821,8439,0,0
210,13994,1400,1821,8439,0,0
215,13994,1400,1821,8439,0,0
220,13992,1399,1821,8439,0,0
225,13992,1399,1821,8439,0,0
230,13992,1399,1820,8439,0,0
235,13991,1399,1820,8439,0,0
240,13990,1399,1820,8439,0,0
245,13990,1399,1819,8439,0,0
250,13990,1399,1819,8439,0,0
255,13989,1399,1819,8439,0,0
260,13982,1393,1818,8438,0,0
265,13981,1393,1818,8438,0,0
270,13981,1393,1818,8438,0,0
275,13980,1393,1818,8438,0,0
280,13978,1392,1818,8438,0,0
285,13978,1392,1818,8438,0,0
290,13975,1390,1818,8437,0,0
295,13974,1390,1818,8437,0,0
300,13974,1390,1817,8437,0,0
305,13973,1390,1816,8437,0,0
310,13972,1390,1816,8437,0,0
315,13972,1390,1814,8437,0,0
320,13970,1390,1813,8437,0,0
325,13969,1390,1812,8436,0,0
330,13962,1385,1811,8436,0,0
335,13961,1385,1811,8436,0,0
340,13960,1384,1812,8435,0,0
345,13959,1384,1812,8434,0,0
350,13958,1383,1812,8434,0,0
355,13957,1383,1808,8433,0,0
360,13951,1382,1808,8433,0,0
365,13950,1382,1808,8432,0,0
370,13950,1382,1808,8432,0,0
375,13950,1382,1808,8432,0,0
380,13947,1379,1808,8432,0,0
385,13947,1379,1808,8432,0,0
390,13947,1379,1808,8432,0,0
395,13947,1379,1807,8432,0,0
400,13946,1379,1807,8432,0,0
405,13946,1379,1807,8432,0,0
410,13941,1372,1809,8432,0,0
415,13941,1372,1809,8432,0,0
420,13941,1372,1809,8432,0,0
